,IDfg,Name,Age,G,AB,WAR,name_last,name_first,key_bbref,mlb_played_first,2023,shortName,Unnamed: 0,2024,SimplePosition,S2,G_all,GS,2024Est,Selectable,Position_c,Position_1b,Position_2b,Position_3b,Position_ss,Position_lf,Position_cf,Position_rf,Position_of
141,5517,Kyle Higashioka,31,83,229,1.7,higashioka,kyle,higasky01,2017.0,1462500.0,NY Yankees,1072,A3,Batter,False,83,72,6823000.0,True,True,False,False,False,False,False,False,False,False
142,14366,Joey Meneses,29,56,222,1.6,meneses,joey,menesjo01,2022.0,723300.0,Washington,787,,Batter,False,56,55,0.0,False,False,True,False,False,False,False,False,True,True
143,17988,Tyler Stephenson,24,50,166,1.6,stephenson,tyler,stephty01,2020.0,740000.0,Cincinnati,355,A1,Batter,False,50,46,2896000.0,False,True,False,False,False,False,False,False,False,False
144,20970,Oscar Gonzalez,23,91,362,1.6,gonzález,oscar,gonzaos01,2022.0,722600.0,Cleveland,657,,Batter,False,91,89,0.0,False,False,False,False,False,False,False,False,True,True
145,16337,Nick Gordon,25,138,405,1.6,gordon,nick,gordoni01,2021.0,735400.0,Minnesota,274,A1,Batter,True,138,113,2448000.0,False,False,False,True,False,True,True,True,False,True
146,17907,Brendan Rodgers,24,137,527,1.6,rodgers,brendan,rodgebr02,2019.0,2700000.0,Colorado,397,A2,Batter,False,137,136,4128000.0,True,False,False,True,False,False,False,False,False,False
147,19858,Luis Rengifo,24,127,489,1.6,rengifo,luis,rengilu01,2019.0,2300000.0,LA Angels,16,A2,Batter,False,127,119,4128000.0,True,False,False,True,True,True,False,False,False,False
148,9774,Christian Vazquez,30,119,398,1.6,vázquez,christian,vazquch01,2014.0,10000000.0,Minnesota,257,$10.00 ,Batter,False,119,102,10000000.0,True,True,True,False,False,False,False,False,False,False
149,5827,Wilmer Flores,29,151,525,1.6,flores,wilmer,florewi01,2013.0,6500000.0,San Francisco,477,$6.50 ,Batter,False,151,132,6500000.0,True,False,True,True,True,False,False,False,False,False
150,15674,Reese McGuire,26,89,249,1.6,mcguire,reese,mcguire01,2018.0,1225000.0,Boston,987,A2,Batter,False,89,71,4128000.0,True,True,False,False,False,False,False,False,False,False
151,27676,Vinnie Pasquantino,23,72,258,1.5,pasquantino,vinnie,pasquvi01,2022.0,725500.0,Kansas City,320,,Batter,False,72,72,0.0,False,False,True,False,False,False,False,False,False,False
152,21707,Oswaldo Cabrera,22,44,154,1.5,cabrera,oswaldo,cabreos01,2022.0,742100.0,NY Yankees,1076,,Batter,False,44,41,0.0,False,False,False,False,False,False,True,False,True,True
153,18054,Sam Haggerty,27,83,176,1.5,haggerty,sam,haggesa01,2019.0,726600.0,Seattle,1241,A1,Batter,False,83,49,2760000.0,True,False,False,False,False,False,True,True,True,True
154,13613,Ketel Marte,27,137,492,1.5,marte,ketel,marteke01,2015.0,11600000.0,Arizona,553,$13.60 ,Batter,False,137,128,13600000.0,True,False,False,True,False,False,False,False,False,False
155,21618,Alec Bohm,24,152,586,1.5,bohm,alec,bohmal01,2020.0,748000.0,Philadelphia,904,A1,Batter,False,152,146,2760000.0,False,False,True,False,True,False,False,False,False,False
156,14813,Kyle Farmer,30,145,526,1.5,farmer,kyle,farmeky01,2017.0,5585000.0,Minnesota,261,A4,Batter,True,145,142,7005000.0,True,False,False,False,True,True,False,False,False,False
157,14712,Manuel Margot,26,89,336,1.5,margot,manuel,margoma01,2016.0,7000000.0,Tampa Bay,1177,$10.00 ,Batter,False,89,85,10000000.0,True,False,False,False,False,False,True,True,True,True
158,11281,Whit Merrifield,32,139,504,1.5,merrifield,whit,merriwh01,2016.0,6750000.0,Toronto,52,$0.50 ,Batter,False,139,129,500000.0,True,False,False,True,False,False,False,True,True,True
159,11489,Michael A. Taylor,30,124,414,1.5,taylor,michael,taylomi02,2014.0,4500000.0,Minnesota,263,FA,Batter,False,124,115,0.0,True,False,False,False,False,False,False,True,False,True
160,5297,Aaron Hicks,31,130,384,1.5,hicks,aaron,hicksaa01,2013.0,10785714.0,NY Yankees,1059,$9.79 ,Batter,False,130,110,9790000.0,True,False,False,False,False,False,True,True,False,True
161,16512,Isiah Kiner-Falefa,26,142,483,1.5,kiner-falefa,isiah,kineris01,2018.0,6000000.0,NY Yankees,1062,FA,Batter,False,142,135,0.0,True,False,False,False,True,True,False,False,False,False
162,25878,Corbin Carroll,20,32,104,1.4,carroll,corbin,carroco02,2022.0,1625000.0,Arizona,567,$3.63 ,Batter,False,32,26,3630000.0,False,False,False,False,False,False,True,False,False,True
163,14130,Daniel Vogelbach,28,130,386,1.4,vogelbach,dan,vogelda01,2016.0,1500000.0,NY Mets,826,A3,Batter,True,130,111,4444000.0,True,False,False,False,False,False,False,False,False,False
164,12158,Austin Barnes,31,62,179,1.4,barnes,austin,barneau01,2015.0,3500000.0,LA Dodgers,141,$3.50 ,Batter,False,62,55,3500000.0,True,True,False,False,False,False,False,False,False,False
165,13324,Ildemaro Vargas,29,63,209,1.4,vargas,ildemaro,vargail01,2017.0,975000.0,Washington,775,A2,Batter,False,63,57,3701999.9999999995,True,False,False,False,True,True,False,False,False,False
166,8202,Josh Harrison,33,119,386,1.4,harrison,josh,harrijo05,2011.0,2000000.0,Philadelphia,900,FA,Batter,False,119,107,0.0,True,False,False,True,True,False,False,False,False,False
167,19252,Cavan Biggio,26,97,257,1.4,biggio,cavan,biggica01,2019.0,2800000.0,Toronto,60,A3,Batter,True,97,77,4444000.0,True,False,True,True,False,False,False,False,True,True
168,26294,Bryson Stott,23,127,427,1.4,stott,bryson,stottbr01,2022.0,734500.0,Philadelphia,909,,Batter,False,127,118,0.0,False,False,False,True,False,True,False,False,False,False
169,18030,Harrison Bader,27,86,292,1.4,bader,harrison,baderha01,2017.0,5200000.0,NY Yankees,1064,FA,Batter,False,86,77,0.0,True,False,False,False,False,False,False,True,False,True
170,14894,Tony Kemp,29,147,497,1.4,kemp,tony,kempto01,2016.0,3725000.0,Oakland,680,FA,Batter,False,147,130,0.0,True,False,False,True,False,False,True,False,False,True
171,11265,Jonathan Schoop,29,131,481,1.4,schoop,jonathan,schoojo01,2013.0,7500000.0,Detroit,722,FA,Batter,False,131,129,0.0,True,False,False,True,False,False,False,False,False,False
172,13770,Rob Refsnyder,30,57,153,1.3,refsnyder,rob,refsnro01,2015.0,1200000.0,Boston,988,A3,Batter,False,57,35,5387000.0,True,False,False,False,False,False,True,True,True,True
173,9368,Evan Longoria,35,89,266,1.3,longoria,evan,longoev01,2008.0,4000000.0,Arizona,563,FA,Batter,False,89,67,0.0,True,False,False,False,True,False,False,False,False,False
174,14111,Eric Haase,28,110,323,1.3,haase,eric,haaseer01,2018.0,740100.0,Detroit,730,A1,Batter,False,110,80,2488000.0,True,True,False,False,False,False,True,False,False,True
175,21538,Nick Fortes,24,72,217,1.3,fortes,nick,forteni01,2021.0,730000.0,Miami,1159,,Batter,False,72,59,0.0,False,True,False,False,False,False,False,False,False,False
176,16451,Luis Guillorme,26,102,297,1.3,guillorme,luis,guilllu01,2018.0,1600000.0,NY Mets,823,A3,Batter,True,102,83,4178000.0,True,False,False,True,True,True,False,False,False,False
177,17696,Kevin Newman,27,78,288,1.3,newman,kevin,newmake01,2018.0,2662500.0,Cincinnati,340,A3,Batter,False,78,70,5387000.0,True,False,False,True,False,True,False,False,False,False
178,4106,Michael Brantley,34,64,243,1.2,brantley,michael,brantmi02,2009.0,12000000.0,Houston,218,FA,Batter,False,64,64,0.0,True,False,False,False,False,False,True,False,False,True
179,12546,C.J. Cron,31,150,575,1.2,cron,c. j.,croncj01,2014.0,7500000.0,Colorado,390,,Batter,False,150,148,0.0,True,False,True,False,False,False,False,False,False,False
180,4949,Giancarlo Stanton,31,110,398,1.2,stanton,giancarlo,stantmi03,2010.0,32000000.0,NY Yankees,1053,$32.00 ,Batter,False,110,103,32000000.0,True,False,False,False,False,False,False,False,True,True
181,15279,Garrett Cooper,30,119,414,1.2,cooper,garrett,coopega03,2017.0,4200000.0,Miami,1142,FA,Batter,False,119,112,0.0,True,False,True,False,False,False,False,False,False,False
182,14387,Harold Ramirez,26,120,403,1.2,ramírez,harold,ramirha02,2019.0,2200000.0,Tampa Bay,1185,A2,Batter,False,120,98,3275999.9999999995,True,False,True,False,False,False,False,False,True,True
183,21711,Oneil Cruz,22,87,331,1.2,cruz,oneil,cruzon01,2021.0,720000.0,Pittsburgh,198,,Batter,False,87,85,0.0,False,False,False,False,False,True,False,False,False,False
184,17027,Alex Verdugo,25,152,593,1.2,verdugo,alex,verdual01,2017.0,6300000.0,Boston,977,A3,Batter,False,152,150,5028000.0,True,False,False,False,False,False,True,False,True,True
185,5452,Ji-Man Choi,30,113,356,1.2,choi,ji man,choiji01,2016.0,4650000.0,Pittsburgh,177,FA,Batter,False,113,102,0.0,True,False,True,False,False,False,False,False,False,False
186,16556,Ozzie Albies,24,64,247,1.2,albies,ozzie,albieoz01,2017.0,7000000.0,Atlanta,92,$7.00 ,Batter,False,64,63,7000000.0,True,False,False,True,False,False,False,False,False,False
187,15711,Tyler O'Neill,26,96,334,1.2,o'neill,tyler,oneilty01,2018.0,4950000.0,St. Louis,936,A3,Batter,False,96,88,5028000.0,True,False,False,False,False,False,True,True,False,True
188,17022,Edmundo Sosa,25,78,176,1.2,sosa,edmundo,sosaed01,2018.0,950000.0,Philadelphia,902,A2,Batter,True,78,45,2952000.0,True,False,False,False,True,True,False,False,False,False
189,14968,Victor Caratini,27,96,272,1.2,caratini,víctor,caratvi01,2017.0,2800000.0,Milwaukee,439,,Batter,False,96,75,0.0,True,True,False,False,False,False,False,False,False,False
190,19339,Nicky Lopez,26,142,436,1.2,lopez,nicky,lopezni01,2019.0,3700000.0,Kansas City,302,A3,Batter,True,142,127,3912000.0,True,False,False,True,True,True,False,False,False,False
191,19260,Jake Fraley,26,68,216,1.1,fraley,jake,fraleja01,2019.0,740000.0,Cincinnati,354,A1,Batter,False,68,56,2216000.0,True,False,False,False,False,False,True,True,True,True
192,20538,Jose Miranda,23,125,444,1.1,miranda,josé,miranjo01,2022.0,727850.0,Minnesota,279,,Batter,False,125,116,0.0,False,False,True,False,True,False,False,False,False,False
193,19238,Lourdes Gurriel Jr.,27,121,453,1.1,gurriel,lourdes,gurrilo01,2018.0,5828571.0,Arizona,558,FA,Batter,False,121,119,0.0,True,False,True,False,False,False,True,False,False,True
194,13602,Patrick Wisdom,29,134,469,1.1,wisdom,patrick,wisdopa01,2018.0,763000.0,Chi Cubs,1029,A1,Batter,False,134,127,2216000.0,True,False,True,False,True,False,False,False,True,True
195,10047,Wil Myers,30,77,261,1.1,myers,wil,myerswi01,2013.0,6000000.0,Cincinnati,339,$1.50 ,Batter,False,77,70,1500000.0,True,False,True,False,False,False,True,True,True,True
196,21501,Trevor Larnach,24,51,160,1.1,larnach,trevor,larnatr01,2021.0,733650.0,Minnesota,275,,Batter,False,51,43,0.0,False,False,False,False,False,False,True,False,True,True
197,16939,Lane Thomas,25,146,498,1.1,thomas,lane,thomala02,2019.0,2200000.0,Washington,768,A2,Batter,False,146,125,3063000.0,True,False,False,False,False,False,True,True,True,True
198,16939,Lane Thomas,25,146,498,1.1,thomas,lane,thomala02,2019.0,2200000.0,Washington,963,,Reliever,False,146,125,0.0,True,False,False,False,False,False,True,True,True,True
199,18900,Leody Taveras,22,99,314,1.1,taveras,leody,taverle01,2020.0,733445.0,Texas,535,,Batter,False,99,87,0.0,False,False,False,False,False,False,False,True,False,True
200,13853,Joey Wendle,31,101,347,1.1,wendle,joey,wendljo01,2016.0,6000000.0,Miami,1141,FA,Batter,False,101,85,0.0,True,False,False,True,True,True,False,False,False,False
201,11038,Kevin Kiermaier,31,63,206,1.1,kiermaier,kevin,kiermke01,2013.0,9000000.0,Toronto,51,FA,Batter,False,63,57,0.0,True,False,False,False,False,False,False,True,False,True
202,15223,Adam Frazier,29,156,541,1.1,frazier,adam,fraziad01,2016.0,8000000.0,Baltimore,1095,FA,Batter,False,156,140,0.0,True,False,False,True,False,False,True,False,True,True
203,13338,Omar Narvaez,29,84,262,1.1,narváez,omar,narvaom01,2016.0,8000000.0,NY Mets,817,$7.00 ,Batter,False,84,81,7000000.0,True,True,False,False,False,False,False,False,False,False
204,27555,Garrett Mitchell,22,28,61,1.0,mitchell,garrett,mitchga01,2022.0,724300.0,Milwaukee,454,,Batter,False,28,19,0.0,False,False,False,False,False,False,False,True,False,True
205,6184,J.D. Martinez,33,139,533,1.0,martinez,j. d.,martijd02,2011.0,10000000.0,LA Dodgers,134,FA,Batter,False,139,139,0.0,True,False,False,False,False,False,False,False,False,False
206,24782,David Villar,24,52,156,1.0,villar,david,villada01,2022.0,723750.0,San Francisco,495,,Batter,False,52,47,0.0,False,False,True,True,True,False,False,False,False,False
207,15149,Trey Mancini,29,143,519,1.0,mancini,trey,mancitr01,2016.0,7000000.0,Chi Cubs,1018,$7.00 ,Batter,False,143,136,7000000.0,True,False,True,False,False,False,True,False,True,True
208,2396,Carlos Santana,35,131,431,1.0,santana,carlos,santaca01,2010.0,6725000.0,Pittsburgh,174,FA,Batter,False,131,121,0.0,True,False,True,False,False,False,False,False,False,False
209,10950,Adam Duvall,32,86,287,1.0,duvall,adam,duvalad01,2014.0,7000000.0,Boston,976,FA,Batter,False,86,80,0.0,True,False,False,False,False,False,True,True,True,True
210,7802,Miguel Rojas,32,140,471,1.0,rojas,miguel,rojasmi02,2014.0,4250000.0,LA Dodgers,140,$5.00 ,Batter,False,140,132,5000000.0,True,False,True,False,False,True,False,False,False,False
211,16219,J.D. Davis,28,115,318,0.9,davis,j. d.,davisjd01,2017.0,4210000.0,San Francisco,480,A4,Batter,True,115,82,4491000.0,True,False,True,False,True,False,False,False,False,False
212,21987,Rodolfo Castro,22,71,253,0.9,castro,rodolfo,castrro01,2021.0,725000.0,Pittsburgh,191,,Batter,False,71,68,0.0,False,False,False,True,True,True,False,False,False,False
213,25055,Nate Eaton,24,44,106,0.9,eaton,nate,eatonna01,2022.0,722200.0,Kansas City,323,,Batter,False,44,33,0.0,False,False,False,False,True,False,True,False,True,True
214,18882,Brandon Lowe,26,65,235,0.9,lowe,brandon,lowebr01,2018.0,5250000.0,Tampa Bay,1180,$8.75 ,Batter,False,65,61,8750000.0,True,False,False,True,False,False,False,False,False,False
215,17128,Ramon Laureano,26,94,346,0.9,laureano,ramón,laurera01,2018.0,3550000.0,Oakland,681,A3,Batter,False,94,92,3951000.0,True,False,False,False,False,False,False,True,True,True
216,24618,Ryan Jeffers,24,67,212,0.9,jeffers,ryan,jeffery01,2020.0,741650.0,Minnesota,272,A1,Batter,False,67,62,1944000.0000000002,False,True,False,False,False,False,False,False,False,False
217,19392,Zach McKinstry,26,57,166,0.9,mckinstry,zach,mckinza01,2020.0,734500.0,Detroit,731,,Batter,False,57,42,0.0,False,False,False,True,True,True,False,False,False,False
218,19928,Ryan McKenna,24,105,156,0.9,mckenna,ryan,mckenry01,2021.0,725800.0,Baltimore,1117,A1,Batter,True,105,43,1692000.0,False,False,False,False,False,False,True,True,True,True
219,17232,Yoan Moncada,26,104,397,0.9,moncada,yoán,moncayo01,2016.0,17800000.0,Chi White Sox,847,$24.80 ,Batter,False,104,98,24800000.0,True,False,False,False,True,False,False,False,False,False
220,13755,Tomas Nido,27,98,284,0.9,nido,tomás,nidoto01,2017.0,1600000.0,NY Mets,825,$2.10 ,Batter,False,98,86,2100000.0,True,True,False,False,False,False,False,False,False,False
221,21270,Sean Bouchard,25,27,74,0.8,bouchard,sean,bouchse01,2022.0,722000.0,Colorado,407,,Batter,False,27,25,0.0,False,False,False,False,False,False,True,False,False,True
222,21635,Nick Maton,24,35,72,0.8,maton,nick,matonni01,2021.0,726600.0,Detroit,736,,Batter,False,35,22,0.0,False,False,False,True,False,False,True,False,True,True
223,26289,Gunnar Henderson,20,34,116,0.8,henderson,gunnar,hendegu01,2022.0,723200.0,Baltimore,1118,,Batter,False,34,30,0.0,False,False,False,False,True,True,False,False,False,False
224,18889,Danny Mendick,27,31,97,0.8,mendick,danny,mendida01,2019.0,1000000.0,NY Mets,843,A2,Batter,True,31,26,2208000.0,True,False,False,True,False,True,False,False,False,False
225,15679,Rowdy Tellez,26,153,529,0.8,tellez,rowdy,tellero01,2018.0,4950000.0,Milwaukee,432,A3,Batter,True,153,135,2848000.0,True,False,True,False,False,False,False,False,False,False
226,14274,Mitch Haniger,30,57,224,0.8,haniger,mitch,hanigmi01,2016.0,8000000.0,San Francisco,476,$20.00 ,Batter,False,57,57,20000000.0,True,False,False,False,False,False,False,False,True,True
227,12861,Anthony Rendon,31,47,166,0.8,rendon,anthony,rendoan01,2013.0,38571429.0,LA Angels,0,$38.57 ,Batter,False,47,46,38570000.0,True,False,False,False,True,False,False,False,False,False
228,13355,Luke Maile,30,76,181,0.8,maile,luke,mailelu01,2015.0,1175000.0,Cincinnati,347,FA,Batter,False,76,55,0.0,True,True,False,False,False,False,False,False,False,False
229,19983,Conner Capel,24,22,52,0.7,capel,conner,capelco01,2022.0,720000.0,Oakland,697,,Batter,False,22,17,0.0,False,False,False,False,False,False,False,False,True,True
230,22664,Gabriel Moreno,21,25,69,0.7,moreno,gabriel,morenga01,2022.0,722500.0,Arizona,580,,Batter,False,25,18,0.0,False,True,False,False,False,False,False,False,False,False
231,13185,Orlando Arcia,26,68,209,0.7,arcia,orlando,arciaor01,2016.0,2300000.0,Atlanta,100,$2.00 ,Batter,False,68,60,2000000.0,True,False,False,True,False,False,True,False,False,True
232,2967,Tommy Pham,33,144,554,0.7,pham,tommy,phamth01,2014.0,6000000.0,NY Mets,820,FA,Batter,False,144,143,0.0,True,False,False,False,False,False,True,False,False,True
233,21524,Joey Bart,24,97,261,0.7,bart,joey,bartjo01,2020.0,735000.0,San Francisco,491,,Batter,False,97,83,0.0,False,True,False,False,False,False,False,False,False,False
234,24655,Owen Miller,24,130,424,0.7,miller,owen,milleow01,2021.0,731100.0,Milwaukee,450,,Batter,False,130,108,0.0,False,False,True,True,False,False,False,False,False,False
235,17338,Willi Castro,24,112,365,0.7,castro,willi,castrwi01,2019.0,1800000.0,Minnesota,270,A2,Batter,False,112,94,2211000.0,True,False,False,True,True,True,True,True,True,True
236,17992,David Fletcher,27,61,216,0.7,fletcher,david,fletcda02,2018.0,6000000.0,LA Angels,12,$6.00 ,Batter,False,61,54,6000000.0,True,False,False,True,False,True,False,False,False,False
237,21614,Kyle Isbel,24,106,256,0.7,isbel,kyle,isbelky01,2021.0,727500.0,Kansas City,317,,Batter,False,106,72,0.0,False,False,False,False,False,False,True,True,True,True
238,22799,Geraldo Perdomo,21,148,431,0.7,perdomo,geraldo,perdoge01,2021.0,738600.0,Arizona,572,,Batter,False,148,138,0.0,False,False,False,False,True,True,False,False,False,False
239,15429,Kris Bryant,29,42,160,0.6,bryant,kris,bryankr01,2015.0,28000000.0,Colorado,381,$28.00 ,Batter,False,42,42,28000000.0,True,False,False,False,False,False,True,False,False,True
240,18067,Garrett Stubbs,28,50,106,0.6,stubbs,garrett,stubbga01,2019.0,741000.0,Philadelphia,906,A1,Batter,False,50,32,1536000.0,True,True,False,False,False,False,False,False,False,False
241,20321,Stuart Fairchild,25,46,97,0.6,fairchild,stuart,faircst01,2021.0,722500.0,Cincinnati,366,,Batter,False,46,29,0.0,False,False,False,False,False,False,True,True,False,True
242,19683,Mike Brosseau,27,70,141,0.6,brosseau,mike,brossmi01,2019.0,1400000.0,Milwaukee,442,A2,Batter,False,70,44,1997999.9999999998,True,False,False,False,True,False,False,False,False,False
243,19522,T.J. Friedl,25,72,225,0.6,friedl,tj,friedtj01,2021.0,722500.0,Cincinnati,367,,Batter,False,72,58,0.0,False,False,False,False,False,False,True,True,True,True
244,15794,Yonathan Daza,27,113,372,0.6,daza,yonathan,dazayo01,2019.0,730000.0,Colorado,403,A1,Batter,False,113,94,1536000.0,True,False,False,False,False,False,True,True,False,True
245,2900,Roberto Perez,32,21,60,0.6,pérez,roberto,perezro02,2014.0,2500000.0,San Francisco,484,,Batter,False,21,19,0.0,True,True,False,False,False,False,False,False,False,False
246,15937,Aledmys Diaz,30,92,305,0.6,díaz,aledmys,diazal02,2016.0,6500000.0,Oakland,677,$8.00 ,Batter,False,92,76,8000000.0,True,False,True,True,True,True,True,False,False,True
247,27684,Michael Massey,23,52,173,0.6,massey,michael,massemi02,2022.0,722850.0,Kansas City,321,,Batter,False,52,47,0.0,False,False,False,True,False,False,False,False,False,False
248,14128,Joey Gallo,27,126,350,0.6,gallo,joey,gallojo01,2015.0,11000000.0,Minnesota,256,FA,Batter,False,126,103,0.0,True,False,False,False,False,False,True,False,True,True
249,18821,Jose Azocar,25,98,202,0.6,azocar,josé,azocajo01,2022.0,723700.0,San Diego,623,,Batter,False,98,54,0.0,False,False,False,False,False,False,True,True,True,True
250,9627,Yan Gomes,33,86,277,0.6,gomes,yan,gomesya01,2012.0,6000000.0,Chi Cubs,1019,$1.00 ,Batter,False,86,75,1000000.0,True,True,False,False,False,False,False,False,False,False
251,23792,Alek Thomas,21,113,381,0.6,thomas,alek,thomaal01,2022.0,735200.0,Arizona,574,,Batter,False,113,102,0.0,False,False,False,False,False,False,False,True,False,True
252,17109,Meibrys Viloria,24,26,63,0.6,viloria,meibrys,vilorme01,2018.0,750000.0,Cleveland,651,,Batter,False,26,19,0.0,True,True,False,False,False,False,False,False,False,False
253,20437,Royce Lewis,22,12,40,0.5,lewis,royce,lewisro02,2022.0,727100.0,Minnesota,280,,Batter,False,12,12,0.0,False,False,False,False,False,True,False,False,False,False
254,16686,Jason Vosler,27,36,98,0.5,vosler,jason,vosleja01,2021.0,1000000.0,Cincinnati,350,,Batter,False,36,29,0.0,False,False,False,False,True,False,False,False,False,False
255,25961,Kerry Carpenter,23,31,103,0.5,carpenter,kerry,carpeke01,2022.0,723700.0,Detroit,741,,Batter,False,31,28,0.0,False,False,False,False,False,False,True,False,True,True
256,7304,Salvador Perez,31,114,445,0.5,pérez,salvador,perezsa02,2011.0,20000000.0,Kansas City,295,$20.00 ,Batter,False,114,114,20000000.0,True,True,False,False,False,False,False,False,False,False
257,8623,Donovan Solano,33,80,278,0.5,solano,donovan,solando01,2012.0,2000000.0,Minnesota,269,FA,Batter,False,80,70,0.0,True,False,True,True,True,False,False,False,False,False
258,22263,Nolan Gorman,21,89,283,0.5,gorman,nolan,gormano01,2022.0,726950.0,St. Louis,951,,Batter,False,89,73,0.0,False,False,False,True,False,False,False,False,False,False
259,21523,Jonathan India,24,103,386,0.5,india,jonathan,indiajo01,2021.0,760000.0,Cincinnati,353,A1,Batter,False,103,98,1400000.0,False,False,False,True,False,False,False,False,False,False
260,14221,Jorge Soler,29,72,270,0.5,soler,jorge,solerjo01,2014.0,15000000.0,Miami,1134,$9.00 ,Batter,False,72,70,9000000.0,True,False,False,False,False,False,True,False,False,True
261,14477,Jake Cave,28,54,164,0.5,cave,jake,caveja01,2018.0,950000.0,Philadelphia,901,A3,Batter,True,54,43,2050000.0,True,False,False,False,False,False,True,False,True,True
262,12282,Rougned Odor,27,135,426,0.5,odor,rougned,odorro01,2014.0,800000.0,San Diego,616,FA,Batter,False,135,113,0.0,True,False,False,True,False,False,False,False,False,False
263,13620,Carson Kelly,26,104,317,0.5,kelly,carson,kellyca02,2016.0,4275000.0,Arizona,562,A4,Batter,True,104,88,2815000.0,True,True,False,False,False,False,False,False,False,False
264,6887,Martin Maldonado,34,113,344,0.5,maldonado,martín,maldoma01,2011.0,5000000.0,Houston,223,,Batter,False,113,110,0.0,True,True,False,False,False,False,False,False,False,False
265,19422,Brian Serven,26,62,187,0.5,serven,brian,servebr01,2022.0,722000.0,Colorado,412,,Batter,False,62,55,0.0,False,True,False,False,False,False,False,False,False,False
266,18363,Victor Robles,24,132,366,0.5,robles,víctor,roblevi01,2017.0,2325000.0,Washington,765,opt,Batter,False,132,110,720000.0,True,False,False,False,False,False,False,True,False,True
267,25660,Will Brennan,23,11,42,0.4,brennan,will,brennwi02,2022.0,720100.0,Cleveland,660,,Batter,False,11,10,0.0,False,False,False,False,False,False,False,False,False,True
268,19717,Darick Hall,25,42,136,0.4,hall,darick,hallda02,2022.0,724500.0,Philadelphia,913,,Batter,False,42,34,0.0,False,False,True,False,False,False,False,False,False,False
269,20505,Drew Waters,22,32,96,0.4,waters,drew,waterdr01,2022.0,722400.0,Kansas City,322,,Batter,False,32,28,0.0,False,False,False,False,False,False,False,True,True,True
270,20056,Alan Trejo,25,35,118,0.4,trejo,alan,trejoal01,2021.0,722000.0,Colorado,414,,Batter,False,35,31,0.0,False,False,False,True,False,True,False,False,False,False
271,19600,Bryan De La Cruz,24,115,329,0.4,de la cruz,bryan,delacbr01,2021.0,736000.0,Miami,1155,,Batter,False,115,87,0.0,False,False,False,False,False,False,True,True,True,True
272,3516,Eric Hosmer,31,104,380,0.4,hosmer,eric,hosmeer01,2011.0,13000000.0,Chi Cubs,1014,,Batter,False,104,103,0.0,True,False,True,False,False,False,False,False,False,False
273,12147,Nick Ahmed,31,17,52,0.4,ahmed,nick,ahmedni01,2014.0,10375000.0,Arizona,554,FA,Batter,False,17,15,0.0,True,False,False,False,False,True,False,False,False,False
274,10762,Corey Dickerson,32,97,281,0.4,dickerson,corey,dickeco01,2013.0,2250000.0,Washington,766,FA,Batter,False,97,73,0.0,True,False,False,False,False,False,True,False,True,True
275,13590,Jesse Winker,27,136,456,0.4,winker,jesse,winkeje01,2017.0,8250000.0,Milwaukee,430,FA,Batter,False,136,128,0.0,True,False,False,False,False,False,True,False,False,True
276,19960,Taylor Trammell,23,43,102,0.4,trammell,taylor,trammta01,2021.0,726700.0,Seattle,1240,,Batter,False,43,35,0.0,False,False,False,False,False,False,False,True,True,True
277,9256,A.J. Pollock,33,138,489,0.4,pollock,aj,polloaj01,2012.0,7000000.0,Seattle,1225,FA,Batter,False,138,123,0.0,True,False,False,False,False,False,True,True,True,True
278,12510,Curt Casali,32,57,148,0.4,casali,curt,casalcu01,2014.0,2500000.0,Cincinnati,342,$0.75 ,Batter,False,57,50,750000.0,True,True,False,False,False,False,False,False,False,False
279,21293,Dalton Guthrie,25,14,21,0.3,guthrie,dalton,guthrda01,2022.0,722500.0,Philadelphia,916,,Batter,False,14,6,0.0,False,False,False,False,False,False,False,False,True,True
280,21293,Dalton Guthrie,25,14,21,0.3,guthrie,dalton,guthrda01,2022.0,722500.0,Philadelphia,916,,Batter,False,14,6,0.0,False,False,False,False,False,False,False,False,True,True
281,22514,Triston Casas,21,27,76,0.3,casas,triston,casastr01,2022.0,723500.0,Boston,995,,Batter,False,27,22,0.0,False,False,True,False,False,False,False,False,False,False
282,19698,Edward Olivares,25,53,161,0.3,olivares,edward,olivaed02,2020.0,740750.0,Kansas City,313,A1,Batter,False,53,41,1128000.0,False,False,False,False,False,False,True,False,True,True
283,14811,Luke Voit,30,135,500,0.3,voit,luke,voitlu01,2017.0,2000000.0,Milwaukee,440,opt,Batter,False,135,132,720000.0,True,False,True,False,False,False,False,False,False,False
284,15161,Mitch Garver,30,54,188,0.3,garver,mitch,garvemi01,2017.0,3900000.0,Texas,520,FA,Batter,False,54,49,0.0,True,True,False,False,False,False,False,False,False,False
285,9847,Andrew McCutchen,34,134,515,0.3,mccutchen,andrew,mccutan01,2009.0,5000000.0,Pittsburgh,176,FA,Batter,False,134,131,0.0,True,False,False,False,False,False,True,False,True,True
286,14350,Raimel Tapia,27,128,411,0.3,tapia,raimel,tapiara01,2016.0,2000000.0,Boston,984,FA,Batter,False,128,107,0.0,True,False,False,False,False,False,True,True,True,True
287,18126,LaMonte Wade Jr.,27,77,217,0.3,wade,lamonte,wadela01,2019.0,1375000.0,San Francisco,488,A2,Batter,False,77,62,1359000.0,True,False,True,False,False,False,True,False,True,True
